song_name,artist_name,album_name,thumbnail,link,queryname
Metamorphosis,AmaLee,Rise of the Monarch,https://i.scdn.co/image/ab67616d0000b273cda5ff15165f9f7af3d9a5e3,https://www.youtube.com/watch?v=9JK30m32Dvg,Metamorphosis by AmaLee
From The Embers,AmaLee,Rise of the Monarch,https://i.scdn.co/image/ab67616d0000b273cda5ff15165f9f7af3d9a5e3,https://www.youtube.com/watch?v=y3TdeNWwniQ,From The Embers by AmaLee
Die For a Man (feat. Lil Uzi Vert),Bebe Rexha,Die For a Man (feat. Lil Uzi Vert),https://i.scdn.co/image/ab67616d0000b273ffc59c9106b0fef7f9ddbb8f,https://www.youtube.com/watch?v=zrPh3SVxDYk,Die For a Man (feat. Lil Uzi Vert) by Bebe Rexha
Last Hurrah,Bebe Rexha,Last Hurrah,https://i.scdn.co/image/ab67616d0000b273967032732fbe7de24b4a463e,https://www.youtube.com/watch?v=fTNnwzXrVdg,Last Hurrah by Bebe Rexha
Grace,Bebe Rexha,Expectations,https://i.scdn.co/image/ab67616d0000b27361fe6d3a50c0beaa3cfe33e9,https://www.youtube.com/watch?v=EYamQRLJodA,Grace by Bebe Rexha
F.F.F. (feat. G-Eazy),Bebe Rexha,All Your Fault: Pt. 1,https://i.scdn.co/image/ab67616d0000b27366ae1fd71a3e5779e98e277a,https://www.youtube.com/watch?v=jz1Ga7GG0Uk,F.F.F. (feat. G-Eazy) by Bebe Rexha
Girl in the Mirror,Bebe Rexha,UglyDolls (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2738fcb9839ce121f945e67d07d,https://www.youtube.com/watch?v=Z8JbwgGIeTY,Girl in the Mirror by Bebe Rexha
I Can't Stop Drinking About You,Bebe Rexha,I Can't Stop Drinking About You,https://i.scdn.co/image/ab67616d0000b273b83228d18652bcda9541c781,https://www.youtube.com/watch?v=EeBYIElpEPo,I Can't Stop Drinking About You by Bebe Rexha
I'm Gonna Show You Crazy,Bebe Rexha,I'm Gonna Show You Crazy,https://i.scdn.co/image/ab67616d0000b273f1074dfe291fab84f2a22d92,https://www.youtube.com/watch?v=kEDZZin4_eM,I'm Gonna Show You Crazy by Bebe Rexha
Say My Name,David Guetta,7,https://i.scdn.co/image/ab67616d0000b27367e400c9be79e6b0b0086880,https://www.youtube.com/watch?v=ft4jcPSLJfY,Say My Name by David Guetta
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2734b1899123e484c034e31164e,https://www.youtube.com/watch?v=moSFlvxnbgk,"Let It Go - From ""Frozen""/Soundtrack Version by Idina Menzel"
Tie Me Down (with Elley Duhé),Gryffin,Gravity,https://i.scdn.co/image/ab67616d0000b2730e5311993a01fb2e7169f6a7,https://www.youtube.com/watch?v=WAJbZjBErjU,Tie Me Down (with Elley Duhé) by Gryffin
Happy Now,Zedd,Happy Now,https://i.scdn.co/image/ab67616d0000b27341e9614560815b11c1ca543d,https://www.youtube.com/watch?v=KfXvjxbRhZk,Happy Now by Zedd
MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,https://i.scdn.co/image/ab67616d0000b27353a2e11c1bde700722fecd2e,https://www.youtube.com/watch?v=oSHzUD-uqKY,MIDDLE OF THE NIGHT by Elley Duhé
de messiah,Nao Toyama,Anohino Kotoba / Growing,https://i.scdn.co/image/ab67616d0000b273b768d47753746aa096616b32,https://www.youtube.com/watch?v=1U7DZ_p-1ok,de messiah by Nao Toyama
World I Never Knew,Fabvl,World I Never Knew,https://i.scdn.co/image/ab67616d0000b27373d753cb8e5ce5bf2e50ee56,https://www.youtube.com/watch?v=7jZGu8QdWYY,World I Never Knew by Fabvl
Sing My Pleasure,ヴィヴィ(Vo.八木海莉),Sing My Pleasure,https://i.scdn.co/image/ab67616d0000b27330353054c4cdfe757f66997b,https://www.youtube.com/watch?v=JqN4_mufE2U,Sing My Pleasure by ヴィヴィ(Vo.八木海莉)
Resolution,Haruka Tomatsu,Resolution,https://i.scdn.co/image/ab67616d0000b273474f9bf475c58a854f5aba57,https://www.youtube.com/watch?v=Q3RTToLuTO4,Resolution by Haruka Tomatsu
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,https://www.youtube.com/watch?v=Pkh8UtuejGw,Señorita by Shawn Mendes
ピースサイン,Kenshi Yonezu,Peace Sign - EP,https://i.scdn.co/image/ab67616d0000b27394c728fad78f58f37b3a9390,https://www.youtube.com/watch?v=9aJVr5tTTWk,ピースサイン by Kenshi Yonezu
"Thought I Knew ft. ra’z, Hayes",YVY,"Thought I Knew ft. ra’z, Hayes",https://i.scdn.co/image/ab67616d0000b273aab5978c14522b774bf6d971,https://www.youtube.com/watch?v=UuN3cMrRftU,"Thought I Knew ft. ra’z, Hayes by YVY"
炎,LiSA,炎,https://i.scdn.co/image/ab67616d0000b273e0dc47dd1584c66ad4492094,https://www.youtube.com/watch?v=4DxL6IKmXx4,炎 by LiSA
Move Mountains,アンジェラ (Vo. Alisa),Move Mountains,https://i.scdn.co/image/ab67616d0000b273bb238dbefa8e7cc5c2d2a251,https://www.youtube.com/watch?v=GUt3UboSUd4,Move Mountains by アンジェラ (Vo. Alisa)
Eden through the rough,Takanori Nishikawa,Eden through the rough,https://i.scdn.co/image/ab67616d0000b273c6c44724847ecd5a9ba912df,https://www.youtube.com/watch?v=oCbRl9uBiFQ,Eden through the rough by Takanori Nishikawa
Face Off,Tech N9ne,ASIN9NE,https://i.scdn.co/image/ab67616d0000b2735ee0a1dafbbf6d8d430821a3,https://www.youtube.com/watch?v=E9T78bT26sk,Face Off by Tech N9ne
Sober,G-Eazy,The Beautiful & Damned,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,https://www.youtube.com/watch?v=8OARiNiJ_w8,Sober by G-Eazy
Him & I (with Halsey),G-Eazy,The Beautiful & Damned,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,https://www.youtube.com/watch?v=SA7AIQw-7Ms,Him & I (with Halsey) by G-Eazy
"Me, Myself & I",G-Eazy,When It's Dark Out,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,https://www.youtube.com/watch?v=bSfpSOBD30U,"Me, Myself & I by G-Eazy"
Unstoppable,Sia,This Is Acting,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,https://www.youtube.com/watch?v=YaEG2aWJnZ8,Unstoppable by Sia
"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",https://i.scdn.co/image/ab67616d0000b273b4c2469ec47edbc937a3070a,https://www.youtube.com/watch?v=uPHKkewD1G0,"Sit Still, Look Pretty by Daya"
Liar,Camila Cabello,Liar,https://i.scdn.co/image/ab67616d0000b2732df02f0877da45295a759f4c,https://www.youtube.com/watch?v=KsDZix4ZSlU,Liar by Camila Cabello
psychofreak (feat. WILLOW),Camila Cabello,Familia,https://i.scdn.co/image/ab67616d0000b27317f56db9be0ac58807c82899,https://www.youtube.com/watch?v=KXDjVHgeZ3A,psychofreak (feat. WILLOW) by Camila Cabello
"Enemy (from ""Arcane League of Legends"")",AmaLee,"Enemy (from ""Arcane League of Legends"")",https://i.scdn.co/image/ab67616d0000b27322672e090049f97ab5018dad,https://www.youtube.com/watch?v=zvyxymKjIjA,"Enemy (from ""Arcane League of Legends"") by AmaLee"
Space Bound,Eminem,Recovery,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://www.youtube.com/watch?v=JByDbPn6A1o,Space Bound by Eminem
Wellerman - Sea Shanty,Nathan Evans,Wellerman (Sea Shanty),https://i.scdn.co/image/ab67616d0000b273db24f6590f4ad36048076521,https://www.youtube.com/watch?v=qP-7GNoDJ5c,Wellerman - Sea Shanty by Nathan Evans
Castle,Eminem,Revival,https://i.scdn.co/image/ab67616d0000b273255191ed87a907d362b43f19,https://www.youtube.com/watch?v=gsn36Xynmbk,Castle by Eminem
25 To Life,Eminem,Recovery,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://www.youtube.com/watch?v=Ngng8UyyaGQ,25 To Life by Eminem
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",https://i.scdn.co/image/ab67616d0000b27318b2c39fa740e2822d40d65b,https://www.youtube.com/watch?v=4haurn3S8z8,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage by Skylar Grey"
I Love U,The Chainsmokers,So Far So Good,https://i.scdn.co/image/ab67616d0000b2734ed727dc12385924bdef0e9f,https://www.youtube.com/watch?v=NmB9Rq1yVmo,I Love U by The Chainsmokers
only my railgun,fripSide,only my railgun,https://i.scdn.co/image/ab67616d0000b27382f99c20b5795a46e3591dc2,https://www.youtube.com/watch?v=ZhIxg6_Femo,only my railgun by fripSide
レイメイ,Sayuri,Dawn,https://i.scdn.co/image/ab67616d0000b2738b6f705c9e406f842010b535,https://www.youtube.com/watch?v=msLkh1fE8Os,レイメイ by Sayuri
Sign,フロウ,MICROCOSM,https://i.scdn.co/image/ab67616d0000b27315cd4b8b30ebe398255fb4bb,https://www.youtube.com/watch?v=qpi9YXaChHI,Sign by フロウ
明け星,LiSA,明け星 / 白銀,https://i.scdn.co/image/ab67616d0000b273a20b0fea45e5ab96a19f6b4f,https://www.youtube.com/watch?v=yGcm81aaTHg,明け星 by LiSA
明け星,LiSA,明け星,https://i.scdn.co/image/ab67616d0000b2737baa66b58b4f43bcd50d294c,https://www.youtube.com/watch?v=yGcm81aaTHg,明け星 by LiSA
The Rumbling,SiM,The Rumbling,https://i.scdn.co/image/ab67616d0000b27397826ce559507344d2ee1e4d,https://www.youtube.com/watch?v=OBqw818mQ1E,The Rumbling by SiM
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,https://www.youtube.com/watch?v=DyDfgMOUjCI,bad guy by Billie Eilish
RESISTER,ASCA,RESISTER (Special Edition),https://i.scdn.co/image/ab67616d0000b273e4995b583e4dc1826aa368e2,https://www.youtube.com/watch?v=C52Ai9iwf7o,RESISTER by ASCA
Grenade,Bruno Mars,Doo-Wops & Hooligans,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0,https://www.youtube.com/watch?v=SR6iYWJxHqs,Grenade by Bruno Mars
Seven Deadly Sins,Rustage,Seven Deadly Sins,https://i.scdn.co/image/ab67616d0000b27377928c0bf17ca429b98f73cd,https://www.youtube.com/watch?v=MCKA4fAgdKU,Seven Deadly Sins by Rustage
Shonen Jump 2,Rustage,Shonen Jump 2,https://i.scdn.co/image/ab67616d0000b273cca437415380e6a5f0f9f64e,https://www.youtube.com/watch?v=fO3-ckKUHyA,Shonen Jump 2 by Rustage
Thunder (Zenitsu Rap) [feat. Shwabadi],Rustage,Thunder (Zenitsu Rap) [feat. Shwabadi],https://i.scdn.co/image/ab67616d0000b27359a996b72b33e63cab4d12e1,https://www.youtube.com/watch?v=LI6lI6TLIlk,Thunder (Zenitsu Rap) [feat. Shwabadi] by Rustage
Shonen Jump,Rustage,Shonen Jump,https://i.scdn.co/image/ab67616d0000b273f03b21a530bf1f9a20001c48,https://www.youtube.com/watch?v=tbqAb2SwHz4,Shonen Jump by Rustage
Blood (Alucard Rap),Rustage,Blood (Alucard Rap),https://i.scdn.co/image/ab67616d0000b273c0ebac1bf7757bfc5dabf885,https://www.youtube.com/watch?v=RFBDmwFxVr0,Blood (Alucard Rap) by Rustage
残響散歌,Aimer,残響散歌,https://i.scdn.co/image/ab67616d0000b27310179936604a42f16280835e,https://www.youtube.com/watch?v=tLQLa6lM3Us,残響散歌 by Aimer
火炎,QUEEN BEE,火炎(Full Edition),https://i.scdn.co/image/ab67616d0000b273881713138f9d33657e5c0adc,https://www.youtube.com/watch?v=nS32IXrNgfw,火炎 by QUEEN BEE
衝動,Mashiro Ayano,衝動,https://i.scdn.co/image/ab67616d0000b273da53b47d940a32599ba87a8f,https://www.youtube.com/watch?v=PQlF6m60ZmQ,衝動 by Mashiro Ayano
Alive,Mashiro Ayano,Alive,https://i.scdn.co/image/ab67616d0000b273dba76c391da79d5ee027a73f,https://www.youtube.com/watch?v=qx0jpELS3g8,Alive by Mashiro Ayano
chAngE,miwa,guitarissimo,https://i.scdn.co/image/ab67616d0000b273a99c253b2bcd1bb23a1043b5,https://www.youtube.com/watch?v=99zfIoCp3nk,chAngE by miwa
ないない,ReoNa,ないない (Special Edition),https://i.scdn.co/image/ab67616d0000b273a05c891e2be5e77d0263b127,https://www.youtube.com/watch?v=M8LwhRkNaSQ,ないない by ReoNa
アイリス,Eir Aoi,アイリス,https://i.scdn.co/image/ab67616d0000b273a3393bb49df40749acef0bb2,https://www.youtube.com/watch?v=Pn4zz6ZdEU0,アイリス by Eir Aoi
unlasting,LiSA,unlasting,https://i.scdn.co/image/ab67616d0000b2733eb57c972cac12957c8734b4,https://www.youtube.com/watch?v=9Lb-7_DVQew,unlasting by LiSA
Touch off,UVERworld,UNSER,https://i.scdn.co/image/ab67616d0000b273d3beb711b523811c8f29b314,https://www.youtube.com/watch?v=MXxXpm1qG7I,Touch off by UVERworld
ギャンブル,syudou,ギャンブル,https://i.scdn.co/image/ab67616d0000b2732bf1c289af60f444b64cbccd,https://www.youtube.com/watch?v=7GBn6IuTQ6w,ギャンブル by syudou
Black Rover,Vickeblanka,ウララ,https://i.scdn.co/image/ab67616d0000b273ef95548d45685af816b79f92,https://www.youtube.com/watch?v=Y27hMeRCYzA,Black Rover by Vickeblanka
永遠に光れ (Everlasting Shine),TOMORROW X TOGETHER,DRAMA,https://i.scdn.co/image/ab67616d0000b2732469669e3bdf4cfccb6b388d,https://www.youtube.com/watch?v=R6FKujT2Ouk,永遠に光れ (Everlasting Shine) by TOMORROW X TOGETHER
Cry Baby,OFFICIAL HIGE DANDISM,Cry Baby,https://i.scdn.co/image/ab67616d0000b27337c8ac3d4ade98d669867e73,https://www.youtube.com/watch?v=O1bhZgkC4Gw,Cry Baby by OFFICIAL HIGE DANDISM
ブルーバード,Ikimonogakari,超いきものばかり〜てんねん記念メンバーズBESTセレクション〜,https://i.scdn.co/image/ab67616d0000b273b07543dedc2aa2c1e0277341,https://www.youtube.com/watch?v=KpsJWFuVTdI,ブルーバード by Ikimonogakari
"1,000,000 TIMES feat. chelly (EGOIST)",MY FIRST STORY,"1,000,000 TIMES",https://i.scdn.co/image/ab67616d0000b273174f9c75eebcfacb1cfcb0ea,https://www.youtube.com/watch?v=OMrkUUNvM48,"1,000,000 TIMES feat. chelly (EGOIST) by MY FIRST STORY"
graphite/diamond,May'n,graphite/diamond,https://i.scdn.co/image/ab67616d0000b2734d19bb17de7b46830650af92,https://www.youtube.com/watch?v=rdGcU1oojiw,graphite/diamond by May'n
from the edge,FictionJunction,from the edge,https://i.scdn.co/image/ab67616d0000b2738a0235a9667b835acd66b68c,https://www.youtube.com/watch?v=qz9bpL7o9Uo,from the edge by FictionJunction
time,SawanoHiroyuki[nZk],iv,https://i.scdn.co/image/ab67616d0000b27370e7363795cd4644087bd510,https://www.youtube.com/watch?v=CDMnKbsyLMM,time by SawanoHiroyuki[nZk]
ADAMAS,LiSA,Akai Wana (Who Loves It?) / ADAMAS,https://i.scdn.co/image/ab67616d0000b2732a5f05d1e8f584d021b59ee2,https://www.youtube.com/watch?v=5-aazdelI5c,ADAMAS by LiSA
TVアニメ「デジモンアドベンチャー:」挿入歌 Break the chain,Takayoshi Tanimoto,TVアニメ「デジモンアドベンチャー:」挿入歌 Break the chain,https://i.scdn.co/image/ab67616d0000b27346258649f2e6041780a57393,https://www.youtube.com/watch?v=TJ15VZgBEUQ,TVアニメ「デジモンアドベンチャー:」挿入歌 Break the chain by Takayoshi Tanimoto
流星,Eir Aoi,流星 / 約束,https://i.scdn.co/image/ab67616d0000b273a4630d7274e1c1b561d743fb,https://www.youtube.com/watch?v=sdmZOvuSBMY,流星 by Eir Aoi
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),https://i.scdn.co/image/ab67616d0000b2734e5df11b17b2727da2b718d8,https://www.youtube.com/watch?v=RgKAFK5djSk,See You Again (feat. Charlie Puth) by Wiz Khalifa
Counting Stars,OneRepublic,Native,https://i.scdn.co/image/ab67616d0000b2739e2f95ae77cf436017ada9cb,https://www.youtube.com/watch?v=hT_nvWreIhg,Counting Stars by OneRepublic
Let Me Love You,DJ Snake,Encore,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,https://www.youtube.com/watch?v=euCqAq6BRa4,Let Me Love You by DJ Snake
S&M,Rihanna,Loud,https://i.scdn.co/image/ab67616d0000b2732ed326786e4c61c6b1dbf222,https://www.youtube.com/watch?v=KdS6HFQ_LUc,S&M by Rihanna
Heathens,Twenty One Pilots,Heathens,https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb,https://www.youtube.com/watch?v=UprcpdwuwCg,Heathens by Twenty One Pilots
fake love don't last (feat. iann dior),Machine Gun Kelly,mainstream sellout,https://i.scdn.co/image/ab67616d0000b273b4683d9ac3c5f14a71523c84,https://www.youtube.com/watch?v=Dt6eJAWorX8,fake love don't last (feat. iann dior) by Machine Gun Kelly
Sweet but Psycho,Ava Max,Heaven & Hell,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,https://www.youtube.com/watch?v=WXBHCQYxwr0,Sweet but Psycho by Ava Max
Beyond the Boundary (English Version),MindaRyn,Daylight,https://i.scdn.co/image/ab67616d0000b2737ebdcf796580c18bc6f29bcd,https://www.youtube.com/watch?v=ia_JlF2wibU,Beyond the Boundary (English Version) by MindaRyn
Be the one,MindaRyn,Be the one,https://i.scdn.co/image/ab67616d0000b273e689b260ac3bc14aa5888aac,https://www.youtube.com/watch?v=OWuIZf45FIM,Be the one by MindaRyn
Daylight,MindaRyn,Daylight,https://i.scdn.co/image/ab67616d0000b2739ad6977776040862265382f1,https://www.youtube.com/watch?v=k2-ygljRjsk,Daylight by MindaRyn
Kiss and Make Up,Dua Lipa,Dua Lipa (Complete Edition),https://i.scdn.co/image/ab67616d0000b2734251686a69b5bf55599ec280,https://www.youtube.com/watch?v=AX3Bsiq-13k,Kiss and Make Up by Dua Lipa
As If It's Your Last,BLACKPINK,As If It's Your Last,https://i.scdn.co/image/ab67616d0000b273ac93d8b1bd84fa6b5291ba21,https://www.youtube.com/watch?v=Amq-qlqbjYA,As If It's Your Last by BLACKPINK
Kill This Love,BLACKPINK,Kill This Love,https://i.scdn.co/image/ab67616d0000b2732d602ab2d4acff0c2cf57683,https://www.youtube.com/watch?v=2S24-y0Ij3Y,Kill This Love by BLACKPINK
PLAYING WITH FIRE,BLACKPINK,SQUARE TWO,https://i.scdn.co/image/ab67616d0000b27318a4a215052e9f396864bd73,https://www.youtube.com/watch?v=9pdj4iJD08s,PLAYING WITH FIRE by BLACKPINK
SLUMP -Japanese ver.-,Stray Kids,SLUMP -Japanese ver.-,https://i.scdn.co/image/ab67616d0000b273ca95829ceeba66a11e7148c5,https://www.youtube.com/watch?v=7SPnJMGB9u4,SLUMP -Japanese ver.- by Stray Kids
How You Like That,BLACKPINK,THE ALBUM,https://i.scdn.co/image/ab67616d0000b2731895052324f123becdd0d53d,https://www.youtube.com/watch?v=ioNng23DkIM,How You Like That by BLACKPINK
I'm a Mess,Bebe Rexha,Expectations,https://i.scdn.co/image/ab67616d0000b27361fe6d3a50c0beaa3cfe33e9,https://www.youtube.com/watch?v=LdH7aFjDzjI,I'm a Mess by Bebe Rexha
Believer,Imagine Dragons,Evolve,https://i.scdn.co/image/ab67616d0000b2737956bd9a3d7a15e4c2e37cc6,https://www.youtube.com/watch?v=W0DM5lcj6mw,Believer by Imagine Dragons
Lonely Together - (feat. Rita Ora) Alan Walker Remix,Avicii,Lonely Together (Remixes),https://i.scdn.co/image/ab67616d0000b27389211c279aeda3340c161c41,https://www.youtube.com/watch?v=oOlmtJRB8oI,Lonely Together - (feat. Rita Ora) Alan Walker Remix by Avicii
Shape of You,Ed Sheeran,÷ (Deluxe),https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,https://www.youtube.com/watch?v=JGwWNGJdvx8,Shape of You by Ed Sheeran
LA Girls,Charlie Puth,Voicenotes,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://www.youtube.com/watch?v=iW3Than5jrs,LA Girls by Charlie Puth
How Long,Charlie Puth,Voicenotes,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://www.youtube.com/watch?v=CwfoyVa980U,How Long by Charlie Puth
Stitches,Shawn Mendes,Handwritten,https://i.scdn.co/image/ab67616d0000b27375bd5306fb4669a15ee74eff,https://www.youtube.com/watch?v=VbfpW0pbvaU,Stitches by Shawn Mendes
Señorita,Shawn Mendes,Señorita,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,https://www.youtube.com/watch?v=Pkh8UtuejGw,Señorita by Shawn Mendes
Dangerously,Charlie Puth,Nine Track Mind,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://www.youtube.com/watch?v=TBXQu8ORnBQ,Dangerously by Charlie Puth
River,Charlie Puth,Nine Track Mind (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27366345dc4318d575d294e3567,https://www.youtube.com/watch?v=Q7VK0WwAoXQ,River by Charlie Puth
Pray For Me (with Kendrick Lamar),The Weeknd,Black Panther The Album Music From And Inspired By,https://i.scdn.co/image/ab67616d0000b273c027ad28821777b00dcaa888,https://www.youtube.com/watch?v=XR7Ev14vUh8,Pray For Me (with Kendrick Lamar) by The Weeknd
My Gospel,Charlie Puth,Nine Track Mind,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://www.youtube.com/watch?v=ADcVtF2cTWc,My Gospel by Charlie Puth
See You Again (feat. Charlie Puth),Wiz Khalifa,Nine Track Mind,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://www.youtube.com/watch?v=RgKAFK5djSk,See You Again (feat. Charlie Puth) by Wiz Khalifa
I Warned Myself,Charlie Puth,I Warned Myself,https://i.scdn.co/image/ab67616d0000b273e66903135e41183081297578,https://www.youtube.com/watch?v=wjIes1eGAw4,I Warned Myself by Charlie Puth
One Call Away,Charlie Puth,Nine Track Mind,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://www.youtube.com/watch?v=BxuY9FET9Y4,One Call Away by Charlie Puth
Attention,Charlie Puth,Voicenotes,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://www.youtube.com/watch?v=nfs8NYg7yQM,Attention by Charlie Puth
If I Can't Have You,Shawn Mendes,If I Can't Have You,https://i.scdn.co/image/ab67616d0000b273625acd26e0e455312667565f,https://www.youtube.com/watch?v=oTJ-oqwxdZY,If I Can't Have You by Shawn Mendes
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),https://i.scdn.co/image/ab67616d0000b273f9cbd0c07513a7232cd6b9a7,https://www.youtube.com/watch?v=dT2owtxkU8k,There's Nothing Holdin' Me Back by Shawn Mendes
Stitches,Shawn Mendes,Handwritten (Deluxe),https://i.scdn.co/image/ab67616d0000b27347710f5e89677e4d048e744c,https://www.youtube.com/watch?v=VbfpW0pbvaU,Stitches by Shawn Mendes
Treat You Better,Shawn Mendes,Illuminate,https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b,https://www.youtube.com/watch?v=lY2yjAdbvdQ,Treat You Better by Shawn Mendes
Scared to Be Lonely,Martin Garrix,Scared to Be Lonely,https://i.scdn.co/image/ab67616d0000b27364f8a309aa3c0a66a31fc374,https://www.youtube.com/watch?v=e2vBLd5Egnk,Scared to Be Lonely by Martin Garrix
Thunder,Imagine Dragons,Evolve,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a,https://www.youtube.com/watch?v=fKopy74weus,Thunder by Imagine Dragons
Despacito,Luis Fonsi,VIDA,https://i.scdn.co/image/ab67616d0000b273ef0d4234e1a645740f77d59c,https://www.youtube.com/watch?v=kJQP7kiw5Fk,Despacito by Luis Fonsi
Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),https://i.scdn.co/image/ab67616d0000b273cb66bcc14c6f857c127d5969,https://www.youtube.com/watch?v=XbGs_qK2PQA,Rap God by Eminem
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,https://www.youtube.com/watch?v=3AtDnEC4zak,We Don't Talk Anymore (feat. Selena Gomez) by Charlie Puth
Look What You Made Me Do,Taylor Swift,reputation,https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,https://www.youtube.com/watch?v=3tmd-ClpJxA,Look What You Made Me Do by Taylor Swift
FRIENDS,Marshmello,FRIENDS,https://i.scdn.co/image/ab67616d0000b273569f64493ca55cd96fdee412,https://www.youtube.com/watch?v=jzD_yyEcp0M,FRIENDS by Marshmello
Bad Blood,Taylor Swift,1989,https://i.scdn.co/image/ab67616d0000b273b7e976d2b35c767f9012cb72,https://www.youtube.com/watch?v=QcIy9NiNbmo,Bad Blood by Taylor Swift
Venom - Remix,Eminem,"Last One Standing (feat. Polo G, Mozzy & Eminem) [From Venom: Let There Be Carnage]",https://i.scdn.co/image/ab67616d0000b273eec04d194051bbdb926922b0,https://www.youtube.com/watch?v=DlOMEMFkyIk,Venom - Remix by Eminem
Love The Way You Lie,Eminem,Recovery,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://www.youtube.com/watch?v=uelHwf8o7_U,Love The Way You Lie by Eminem
Levitating,Dua Lipa,Future Nostalgia,https://i.scdn.co/image/ab67616d0000b273bd26ede1ae69327010d49946,https://www.youtube.com/watch?v=TUVcZfQe-Kw,Levitating by Dua Lipa
Roar,Katy Perry,PRISM (Deluxe),https://i.scdn.co/image/ab67616d0000b27347f930accd8ac01686401fa2,https://www.youtube.com/watch?v=CevxZvSJLk8,Roar by Katy Perry
Not Afraid,Eminem,Recovery,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100,https://www.youtube.com/watch?v=j5-yKhDd64s,Not Afraid by Eminem
Animals,Maroon 5,V (Asia Tour Edition),https://i.scdn.co/image/ab67616d0000b27337677af5b4f23fe9dc8a3c04,https://www.youtube.com/watch?v=qpgTC9MDx1o,Animals by Maroon 5
Sorry,Justin Bieber,Purpose (Deluxe),https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,https://www.youtube.com/watch?v=fRh_vgS2dFE,Sorry by Justin Bieber
End of Time,K-391,End of Time,https://i.scdn.co/image/ab67616d0000b27349b9fbf2345c02ca2387a357,https://www.youtube.com/watch?v=Oj18EikZMuU,End of Time by K-391
"Gravity Wall (From ""Re:Creators"")",AmaLee,"Total Coverage, Vol. 4",https://i.scdn.co/image/ab67616d0000b273f7c293b2e144744765a30f1b,https://www.youtube.com/watch?v=drJqDmEGIes,"Gravity Wall (From ""Re:Creators"") by AmaLee"
"scaPEGoat (From ""Seraph of the End"")",AmaLee,Nostalgia VI,https://i.scdn.co/image/ab67616d0000b273113a19795290a9bb4d4dd8b0,https://www.youtube.com/watch?v=J_YIsIHL3sM,"scaPEGoat (From ""Seraph of the End"") by AmaLee"
